id,R-mean,R-std,P-mean,P-std,Q-mean,Q-std,S-mean,S-std,T-mean,T-std,MeanNN,SDNN,RMSSD,SDSD,MinNN,MaxNN
0,360.73804942487993,60.602993831878194,23.231285972185905,54.2089349045187,-75.32994529415085,37.06043351853096,-94.1367969475358,39.10238102556398,212.40333528860128,54.6528027845082,815.9090909090908,64.94125012167511,63.18471090626032,63.22160353744717,326.6666666666667,853.3333333333334
1,167.92194847820986,97.92799200172192,46.15707988238827,93.91285527001234,-56.230503251115515,78.27865097281381,-130.2334734754105,92.5246909832798,126.63164375472292,88.71961485191673,788.3809523809524,44.209627116559666,26.562295750848715,26.920398640123395,693.3333333333334,863.3333333333333
2,685.6088503934827,111.81827661524451,75.66090822896733,46.41816130730844,-20.526791534397784,34.834401678717995,-185.09003113832236,138.10275384503726,66.15087640952997,163.40103492879567,900.6896551724137,35.78351254579325,26.75580340548601,27.090980469708228,836.6666666666666,990.0
3,430.88312802128564,83.08135703010352,156.80256016929505,109.50830386035203,-89.26887098641323,77.12614234999097,-461.2433304431085,81.66657711559782,192.97889237380383,73.0210034771898,411.256038647343,73.1394528184804,99.1079493326092,99.84041260664162,336.6666666666667,680.0
4,155.8578202485933,104.58617629612314,45.14135189205856,82.14124139983265,-92.19134343297144,66.01801539721558,-326.54419983971286,75.30962921150633,198.31354218635602,90.45141719679275,612.2222222222222,70.18374153432954,85.37055296254859,86.35722254041907,503.3333333333333,956.6666666666666
5,185.4705675205307,91.28098840742567,5.60820413788371,29.315932496892085,-28.25659789204709,22.056692050134735,-96.60336706078157,32.8443729491023,103.09771695548255,54.61439517529156,834.2222222222223,272.73263588519035,359.30221860042525,365.53621079340985,390.0,1363.3333333333333
6,607.2351832454607,71.15652878781913,19.499780975609212,31.240362561829123,-73.47819939558427,30.6270170915093,-166.93504728035543,43.15341674983388,160.56663539852318,43.30106779466318,713.1666666666666,31.855711023085405,21.129097151528914,21.38410512546164,650.0,766.6666666666667
7,434.17556557741773,61.975318662770846,100.50997388201053,163.7025912736902,-110.61413546382657,64.86547552569785,-419.7001022113252,72.96052282185983,257.4227058604484,62.093201338152596,648.4126984126984,186.55083237485073,253.5712404507653,256.7154953025923,406.6666666666667,1286.6666666666665
8,516.5066698623544,126.7184264819912,39.049457307247955,65.22754562062701,-41.683551424450755,72.28172474603821,-107.88772710983415,66.0933066330141,96.2327752336827,75.16181938846925,843.8805970149252,233.87426261154963,369.6269390535193,372.4568361489621,390.0,1360.0
9,435.5858035900682,227.39018974862577,93.55367819336178,168.01619609194665,-83.58763180070247,49.97588802379465,-169.3607277976915,115.51671753627014,167.7423959990933,277.78910548857743,740.2380952380953,284.107432086936,434.22590520619195,447.6954283675416,390.0,1173.3333333333333
10,626.930051095542,26.708118201622646,12.92714707157483,12.772856465582898,-35.002710189620565,8.475110869524187,-62.396023038687716,10.952169395503278,63.61353667079096,11.194712527590621,1025.6,143.61961075212741,245.01795096746747,250.01058753748282,736.6666666666667,1263.3333333333335
11,95.11601959193916,74.5264128113953,62.93221730662168,39.42933079082927,-378.69590690057544,206.55662355606938,-244.9781971399328,273.0218555547618,109.13426723849933,90.31654153826679,855.5208333333334,58.405389444203095,93.59984989112738,95.14398319825142,710.0,966.6666666666666
12,387.45894249705486,23.447761502586857,8.59780922693823,14.853452367971093,-33.509063263541634,30.11187412236232,-131.90327953535723,21.705523564378854,146.79800062020203,18.981851630619154,1078.0555555555557,29.682973317913227,18.415494421345546,18.808374217658013,1023.3333333333335,1136.6666666666667
13,1108.3841383042025,119.83308241361729,69.23951472350042,86.99901281918558,-105.85363460358782,109.3063278820201,-151.03571557487442,95.00780130417513,211.81362452239438,90.8848402499339,887.4774774774775,26.555385929321176,19.356945989093727,19.52251899206183,816.6666666666666,923.3333333333334
14,426.3621388676685,98.06420803497478,53.051280087776654,191.1839994160155,-406.16117665423474,80.67983920788747,-57.98756292883777,114.3495721508557,169.59745950266554,48.368755350832814,878.9247311827958,115.5610696230583,119.73427369093734,121.77361069023286,433.33333333333337,956.6666666666666
15,538.828745532362,581.0378905207814,540.4918533580334,564.0099829661883,-145.95001652875786,174.3292270524439,-338.411260091603,125.260619707331,253.7011118597784,508.2518555757563,908.1609195402299,157.6000216715413,282.89952784892176,288.03911955068605,446.66666666666663,1263.3333333333335
16,115.4362490739347,35.43322404529199,46.89738298440986,22.576931998505746,-43.3767120258084,29.064345316893885,-119.38129686118981,39.62373359099761,31.076680567698546,21.944609626903876,706.4705882352941,49.60217552682005,67.34034616945642,69.44088879786202,613.3333333333333,793.3333333333334
17,720.4779485720859,83.0645080877712,51.712882671071455,75.25753967476814,-81.10082659044076,87.78807693272891,-465.3336681232468,80.79214863271127,158.05793935729181,82.00350502849794,611.2121212121212,47.5774407982943,67.53504210515237,68.31804833146833,480.0,810.0
18,76.30594350434288,31.207887631089623,90.18471069087387,17.119375004193802,-989.4344626458667,53.17964541185749,-119.4723525021759,126.97679309800505,108.51110525554955,31.566146662420213,968.0246913580246,124.3006393368024,203.2828857133124,207.22884662081887,663.3333333333334,1093.3333333333333
19,672.233306169893,108.08018018254813,81.96844529137746,107.07185786186513,-46.45674411278355,128.11563544174118,-57.09150596254244,94.71419083188869,200.2225085546376,125.76735947133356,822.0512820512821,45.14459201315466,40.05782856857857,41.82998296374832,763.3333333333333,893.3333333333333
20,283.2243677897092,139.08062586035587,75.17325338505604,26.9916335008856,-594.6858587508952,46.74193010037827,-42.902786371798626,138.50935265790466,79.35223191456662,52.03923839098344,768.6274509803923,63.40037731068527,89.1995832757399,90.4942238237035,610.0,880.0
21,478.11251922497496,118.94007316373411,41.32885585584178,125.38703506816738,-100.7427704858671,136.23502730348707,-146.51019691698502,111.46522349033066,206.52604126160955,147.47639509858044,718.2407407407409,34.27698669046746,39.51692424249768,40.09372772393607,650.0,780.0
22,604.3789313868314,34.138596415608085,42.86826484203337,32.39989067124829,-38.65892666236227,24.264556367862244,-129.2294662586967,40.210056799468326,69.98469187490848,33.124079191990724,895.2222222222223,88.12514322515828,144.03463823502406,146.5840751182419,556.6666666666666,1163.3333333333333
23,705.0479758600904,90.7766910172468,37.14133667126316,41.619878095925614,-112.22572730388785,45.975000941236395,-125.35036769144985,29.100749818472647,319.03677733665677,31.894177950606966,776.6013071895422,33.30992642227058,20.445048300260854,20.63405370584269,690.0,840.0
24,430.4658678848557,49.42833242409938,-1.2934021149697819,29.86372337489722,-85.77509947089267,28.94085372208585,-46.49159850788289,28.54637122607364,128.8160184919986,26.397880370619625,810.2020202020202,57.269704238532825,23.70976123409466,22.955612068686577,710.0,946.6666666666666
25,401.10789762846144,195.2842019266438,45.51267570766205,103.5844120886286,-83.77021856542083,124.39338765039672,-88.11744667423466,99.9886018414788,149.04306418354713,106.22829293475596,970.7407407407408,222.17136170108415,251.4598402967187,256.29887067857146,456.6666666666667,1110.0
26,523.2906177052843,124.04669806145718,102.69181350485958,80.96582632557599,-40.486425853752856,45.57564529771822,-81.58949352815895,27.977166654938067,182.1830351224273,71.85116030735617,1174.9382716049383,161.38389324934678,172.3393591169896,175.75157292216588,586.6666666666666,1246.6666666666665
27,901.5638619095627,30.063383677296653,32.13425820334551,25.18827642042356,-54.514339370217215,24.038429279452906,-115.14270571069086,32.19719839086725,297.53912361144916,29.810023505096066,992.0987654320987,35.68796570068286,48.54727187842385,49.49471179556956,913.3333333333334,1063.3333333333333
28,637.6544467182207,89.27869838180715,41.47125728236503,132.1366711140856,-70.5270155011935,90.27310722049792,-194.46937814068949,154.6210805677572,105.39362569631658,107.66444965380116,659.4047619047617,78.06852309011664,109.24356447224169,111.30154620684382,476.6666666666667,836.6666666666666
29,454.80314380041705,64.3133023720118,120.6229647640575,92.82345859053926,-69.78478713933589,32.3846873281852,-376.16837986467056,57.303848263999996,150.71270945049204,60.77141852937183,511.9607843137255,93.22954663631627,146.6714014387263,151.32501200812527,383.33333333333337,763.3333333333333
30,604.8940073792896,417.488252860753,367.093841058759,392.39509385882775,-219.19806444957788,231.5358356502796,-308.8812468514325,365.52103266838,554.0934958844337,335.1956882641587,754.8039215686275,249.85543453359878,305.82118848536203,310.55610894224384,343.3333333333333,1280.0
31,474.06000117363965,249.7910381986614,121.54565924271455,297.6819409056097,-151.67929187677692,430.06045480801697,-171.18299965212938,295.8179046108651,261.8281177573148,207.52591126361543,816.25,13.957179779006657,11.853345186684436,12.031420433943083,783.3333333333334,840.0
32,530.0316759361112,32.62109344904131,19.90996300138834,32.40949737078452,-93.11221220411522,29.28628653151154,-87.30619988212578,35.08145425737352,122.11948404019641,28.86678767098441,771.2121212121211,17.0542065073682,9.483172230617532,9.587715220745858,740.0,803.3333333333334
33,335.86373339380714,393.37779261144607,173.92667704136866,323.78744829192294,-187.61139826190515,321.86185745803283,-176.54754136170345,315.2856561290512,216.9567079106762,335.60736856995186,831.2307692307692,274.176525424802,356.06184114872826,358.868828220851,323.3333333333333,1840.0
34,526.166556573205,49.21966090964453,126.86081996911125,57.34009352696094,-10.229016799974994,46.64930694918284,-236.54805563858395,39.067519796027085,-8.945431640029375,49.23983567264364,649.6747967479675,2.333913981179435,3.5355339059327777,3.579579628027655,646.6666666666666,653.3333333333334
35,369.3722110211574,68.88076204279801,101.902359821516,114.02209427603852,5.8252063445442746,36.458312854184975,6.711874253946511,65.33473241705255,258.99140355602253,91.00534895304358,978.3950617283953,259.57126118427516,318.1772338442085,324.1710005642664,316.66666666666663,1133.3333333333333
36,413.91287124168684,51.866978266929486,24.83252459190979,57.87092145554085,-53.58126459454363,46.03700945080541,-207.04017758340518,49.4317106988864,127.05616891662062,50.61674016499625,726.6666666666666,107.06473342262214,172.19774531643407,174.70647652899555,456.6666666666667,976.6666666666666
37,767.9539102924703,98.05610810437882,48.10511782867077,47.84663544484867,-86.46131537623229,61.40401801471561,-236.3401142920705,70.33630516991072,412.5465537455916,53.77014308021684,958.0952380952383,104.85509723811064,90.04342802248897,91.65893949992046,756.6666666666667,1140.0
38,185.84714527456202,86.17255988196389,26.89290744260857,56.85295660381834,-26.72556595658278,79.52236539020998,-94.51557276648408,70.07213450968898,64.7574693459405,91.16586314482228,644.7560975609756,86.31621211580443,74.65604715780954,75.1179000146191,390.0,876.6666666666667
39,417.5164946246366,92.0941612824826,95.23838760885505,81.70578687733436,-48.002250451127615,80.14545320999672,-90.16443325682748,85.7843577256407,75.90712825584525,105.09861359284345,822.258064516129,18.50699761099777,16.04392119799297,16.31780480065053,796.6666666666666,876.6666666666667
40,876.6876734639964,162.75443739580487,37.84161111686186,32.52871330481627,-67.21500830893308,36.06572059350708,-157.57852625203128,108.7379785500414,71.65626723268065,60.8329665338396,946.0714285714286,233.46931720875457,384.29838995922495,387.8263213323,493.33333333333337,1456.6666666666667
41,774.4815716800616,44.78990727114932,48.39748949456371,56.0481103841726,-56.02544272230961,36.94660444459535,-108.76109576207931,35.48364934729238,36.95275189922232,52.91742615992145,746.3963963963964,13.202561909504833,12.42259987499885,12.563770314479315,710.0,770.0
42,0.7785950616648876,71.35105618046421,86.66950914773231,38.24093149549436,-272.4748456039454,387.0726181796138,-806.3749738086016,356.97875759239946,79.8840312643685,65.55192923449938,1220.9302325581398,499.62966474671845,701.8475241033107,710.3544234332688,906.6666666666666,2963.3333333333335
43,51.77588781170041,28.721539034438525,58.848439879968744,19.78023038227078,-296.3075781268285,243.53225886625424,-269.2834563392317,207.6264433644682,74.70874132195571,21.78081378567584,932.4444444444442,230.06068387077934,345.0248477919666,351.04706932592495,613.3333333333333,1910.0
44,564.9447185699532,79.34450863773192,25.36036401356504,72.68174168871177,-97.68782904048561,71.97252877813244,-65.13198277592352,63.904505824059974,263.41117029682835,203.29226852079455,949.9415204678362,22.142138488710714,26.374891860155955,26.613583529521698,910.0,1000.0
45,1003.4124020476278,26.944436009117872,95.76608844906679,27.24595585920475,-82.29631907744218,23.740985798834483,-280.41098369540754,25.642775837074254,-11.328585287112684,41.81350563781015,775.3535353535353,22.4217682227716,22.45365597551247,22.797220480767947,733.3333333333333,826.6666666666666
46,94.5540067146281,65.88738653615793,22.12519182591945,64.44308393517713,-50.761453495477355,39.612684139117114,-62.93411798303441,50.29649313738187,142.72175066937447,56.95470252165568,628.7121212121212,183.0945815495692,264.1563040542024,267.2501921236111,310.0,1460.0
47,145.08875253450697,304.1088322341658,38.80114482328752,87.87966223462176,-101.72814795614791,96.26572986241582,-981.8663754305592,402.4046310859856,130.55354423921767,60.563733641609296,1016.9999999999998,353.21608816455625,375.70181241491474,386.49820723714987,416.6666666666667,1296.6666666666667
48,501.2807138013127,222.56286432768246,50.367353988133296,168.6422029558466,-63.34121659343847,104.5842948315319,-233.02358882787277,239.81465611467442,315.81274425365547,197.03255709159393,634.3333333333334,57.13581560196218,97.83263806739073,99.11120995539007,413.3333333333333,843.3333333333334
49,975.3054157664486,223.04378711330781,78.67636271699463,166.69122317926838,-144.720172510651,231.3467078738565,-491.15300475976323,255.93761085863,181.84463930316232,193.77430737053214,666.4658634538151,156.05949580980104,285.7247239672809,287.46754148379654,366.66666666666663,1080.0
50,391.04414240539757,139.71220645255556,103.81371079424815,117.66545210544739,-85.11230604453003,129.371214510821,-111.51533982413434,120.06525361602328,28.562067971858486,89.47578737870963,767.3333333333334,73.70582758240926,122.14584660616688,123.98256958102152,466.6666666666667,1053.3333333333333
51,760.2596715127476,154.68115092396124,117.792492530351,106.31579582246394,-68.80813285044694,116.67236889619613,-129.7973651231722,230.58874715891514,242.70907151182715,139.45300003124348,1072.0512820512822,16.002136609477393,14.74222959166401,14.996295838936012,1040.0,1100.0
52,685.3327258334689,183.4752725967214,6.546815424986298,83.97532557065351,-168.30181132355935,232.43635082377875,-109.77981179145247,206.90610375835197,268.2430518465416,88.80201933518426,939.0476190476192,137.70863600491833,131.0938469487372,133.58819421900472,400.0,1030.0
53,725.5556449474034,31.839989800284147,-21.22542668578177,16.688315232640253,-65.88381036726072,16.180618286043142,-102.9928940996158,20.92416430344314,99.38699147677642,18.292696496661602,820.9677419354838,79.77836682723,120.70011813796422,122.74473819073523,656.6666666666666,1090.0
54,1225.581624038014,262.8492083825984,66.49576533022977,86.44415991201909,-59.985498189096525,24.404648762814883,-129.65272339082208,50.433037699758735,282.7093556900512,203.92862013679135,1178.888888888889,177.3003855920198,202.29599970732133,206.84233258443,470.0,1260.0
55,774.7464088843035,147.15154081725126,153.67359979090466,201.38283560047012,-92.38610057549535,96.4561933386527,-227.42720598420433,120.7888995682499,189.84263662035914,140.5967051227479,1460.3703703703704,29.48110924760356,50.11750897523091,51.64056899389346,1390.0,1540.0
56,435.1863081588484,33.35829214896174,13.129342834856754,31.19696087841837,-79.19288394748831,31.12351154198037,-167.1322702173067,33.84048572519084,185.36189916130647,35.02633254797669,608.1060606060607,15.952087941760727,16.782542917270483,16.974637092361476,570.0,640.0
57,602.9821209557388,42.04747385985456,27.271817242071698,31.781068349718705,-96.91334096925723,27.959836939982583,-333.0546695056247,39.92103766052468,156.25980773796465,40.954797499882645,688.3760683760684,23.87677668441255,10.637569963898802,10.718240067465736,653.3333333333334,746.6666666666667
58,902.2494178226244,208.2902687682817,70.65496632528429,185.16813769062088,-26.948577299138677,134.25172118665824,-217.958940736307,402.3291617548998,90.23023627157981,119.55953403689472,846.3440860215054,196.95525876350638,316.81575437819095,322.2317808068305,486.6666666666667,1050.0
59,748.4187644345482,242.37873199926273,77.25762748201724,140.08802743845516,-193.64653778601752,297.8954395195865,-217.37562248451084,308.1559375449309,182.94151804899795,204.79763779270667,832.0833333333333,25.19813954559224,20.58290343898291,20.89456950136926,783.3333333333334,873.3333333333333
60,894.9768837639746,187.67549468060292,58.686799900701786,123.73281751374212,-195.43333493935648,348.9358276276969,-136.49620415396436,216.25817189179793,113.96664903414202,195.200881896185,846.5625,170.37905111059774,248.15375624469448,252.1429777775555,570.0,1263.3333333333335
61,71.59580402287224,44.81739346666818,35.19404800604856,49.66338653637811,-63.260830617536584,57.83436699185398,-314.8550698823024,71.59504664833437,99.07951069377634,82.76970210973076,1006.7948717948719,155.31610997283576,184.17503751715225,187.80131344943607,516.6666666666667,1166.6666666666667
62,229.2687443766317,305.91009652563014,106.23717601182024,161.47256325955627,-62.13982083431822,190.9597111858495,-430.27361174209466,678.1964037843695,186.3510743406803,341.8633054646852,806.6666666666666,193.81688049543868,290.2524154016029,294.6967424890713,323.3333333333333,1490.0
63,693.1213278247047,202.627901811251,66.7785924694223,145.48665706975285,-74.36478155356356,57.670072999365416,-87.87069828238059,73.39168789799264,245.25039601980765,259.0937085791755,738.8888888888889,163.87374156527693,229.39810823869504,232.74515703500532,356.6666666666667,1103.3333333333333
64,257.14952642211864,38.46836786011228,64.65975694358862,42.87074422689304,-29.96328541690248,35.920729651439785,-6.360866964107217,22.402060774280216,224.59995405469851,35.02142011009084,1042.1604938271603,47.82987587446393,37.253733649924776,37.5681931161274,903.3333333333334,1153.3333333333333
65,239.10065437583788,152.81853556099432,74.3493727508754,140.17686150741778,-616.6647853604927,159.66427124227783,-159.25516597926452,110.73123828425287,120.84379067624089,193.25276197471456,710.8333333333334,37.763320511686686,32.038971994989595,32.28165521093824,646.6666666666666,813.3333333333334
66,428.0864902596605,86.21066902791405,130.23942056761584,83.2349430849234,-486.9204742520594,98.66206578521609,-541.3407143628223,105.28477069327046,114.86607064517234,99.8130629974448,819.5959595959595,9.15747932618074,14.64866319270579,14.881551447235015,803.3333333333334,840.0
67,686.7789372984737,40.9387341333973,-6.481001184563615,20.098949667524927,-57.71479713674676,18.762634461257296,-69.95144339707376,22.504734052349956,193.50261546901243,29.106610724702225,891.2903225806452,30.278673821866622,9.388724521901159,9.085938499480799,840.0,940.0
68,1134.1143685341901,138.36729527330792,71.24998402203539,173.99749430817363,-102.83977583501944,166.7202490650941,-57.35853032708214,134.04151741301027,391.71618586737776,232.3425277224105,924.6666666666667,44.04456120393879,45.54901364111151,46.33739099313165,820.0,996.6666666666667
69,1009.3701135097282,161.23479978010286,65.26329872610584,242.4629889210551,-44.396576383704215,211.53248083594895,-193.9350492404295,100.8132661765138,178.66730254084274,164.0137282169836,1038.8095238095236,144.36780628680168,203.5685902593299,210.484450028271,630.0,1160.0
70,534.6240028560095,120.09452192296209,57.20041332191735,97.73056245986682,-83.70002634600058,89.39453773015833,-122.0090534986371,91.9425258454134,173.77854293108572,91.73717717318894,794.0952380952381,64.09799337292166,48.66518934099375,49.352812874661105,656.6666666666666,900.0
71,233.47536568600242,187.13585820967896,139.92902758850292,242.68487198774773,-162.06228251615525,167.76669084906848,-194.55149489229572,212.7111863066233,130.50806418046847,129.7618216555615,803.0434782608696,98.26737923489776,140.11359028237834,143.34029648511475,440.0,986.6666666666667
72,189.92452753220257,59.17441182718504,34.91906942043292,49.711681768320794,-64.95453777261919,69.55704149715234,-104.07986018584326,52.49824235902203,110.34666375081197,60.32683901254719,636.9047619047618,40.440614275802716,63.668347996358186,64.44898825211199,450.0,780.0
73,456.32394438633037,316.5490262982382,105.3853448173786,294.3252301329088,-67.09517176777086,168.6872178171739,-153.17085829014195,127.3660659568601,233.6774825609402,307.21260377456764,726.1904761904763,157.15431585418403,219.01517540760398,222.30701739300693,470.0,1200.0
74,234.25174867002193,135.7178195932642,105.83319629785437,73.07368304943832,-203.05634457616176,243.95876395558247,-164.8778418609058,149.10309503841287,110.27458649192857,73.05213846550282,716.4864864864865,159.40658851020075,271.20103244641234,274.98641941775514,446.66666666666663,1023.3333333333335
75,106.83503250467446,50.231506292932195,100.31207245807718,27.794076699875582,-47.123065055048194,22.35780216402684,-118.33620920739357,38.800135109144456,43.8476230962311,30.85620050166381,1088.4722222222224,133.22451779498743,232.95518011417778,238.0192011091088,846.6666666666666,1283.3333333333335
76,402.138008988886,48.281904293061835,9.39609084314595,14.881128569033894,-45.49224545872208,14.428872605684989,-311.14366495330535,32.69847763115814,260.7976406202702,34.03691647799808,810.3809523809523,16.48472116070005,9.751822353575063,9.885960965066191,773.3333333333334,836.6666666666666
77,340.1266047015034,63.72534826233372,34.74487447585152,33.68994333466367,-46.009214119228815,29.159130318091712,-114.25339745506925,37.33173972278273,28.89023124835903,39.7462344729069,506.6666666666667,119.46640624971616,175.8890724632028,177.47992661311008,366.66666666666663,780.0
78,713.0407393788731,50.73378402527226,81.09380517846557,49.546155659432785,-66.0150846265586,38.19865413413143,-165.63976049893063,43.97026731391973,137.8458153640494,57.9829599830787,826.2585034013605,15.163196383526195,10.092167846991641,10.198000391151954,790.0,856.6666666666667
79,589.4895388418522,43.794010901578055,53.140887344771,24.149171682195377,-73.85968752440702,29.45095095674976,-122.89769042517683,29.176420251987565,104.66480920270998,23.231930417932503,805.6060606060605,20.5326075487446,18.566174683473736,18.775417536744545,763.3333333333333,880.0
80,341.5975666489004,96.32016130150406,56.45108142453499,42.07638611292997,-51.34189829207066,88.95978741847753,-57.543217276965876,68.40907592496887,212.13249928097704,102.85673128531171,980.0,57.690598265273074,52.03959702111132,53.05069338261347,896.6666666666666,1090.0
81,952.3606884866324,35.88741515851481,38.974380068210415,21.300774549146634,-60.30282792895734,17.177906675465447,-120.39379733949019,27.39323022153234,176.0896707662607,24.4907771789682,936.6666666666669,17.78311885579457,24.29343409588155,24.746578801789198,906.6666666666666,970.0
